Date,Open,Max,Min,Close,Volume
2010-06-30,78.5251,79.8412,69.0027,69.707,363191389.19224
2010-07-31,69.3169,80.1333,66.4943,77.973,315200631.16749
2010-08-31,78.9353,79.9984,68.9081,70.0528,262973531.19987
2010-09-30,71.2477,80.7622,70.6113,78.5883,249826372.97012
2010-10-31,79.3049,84.5986,76.8039,77.4894,272462291.68701
2010-11-30,77.8281,81.5347,75.5844,76.5716,229076386.45247
2010-12-31,77.5334,89.4142,77.5334,88.427,253878072.9568
2011-01-31,89.4294,100.314,87.6241,97.4086,303552906.88096
2011-02-28,98.5499,104.695,97.1006,101.883,198578908.91642
2011-03-31,102.859,103.096,90.5866,97.6377,293482781.15851
2011-04-30,98.0774,101.536,95.0064,99.6042,222069992.45622
2011-05-31,100.811,100.851,92.3903,95.6121,186605832.13882
2011-06-30,94.8164,95.4381,88.2298,92.5954,232325374.52483
2011-07-31,92.6026,95.9042,87.2849,87.9322,215642556.91145
2011-08-31,90.3025,90.4437,72.7493,80.0702,423593251.03546
2011-09-30,80.0702,81.5347,72.2852,75.4395,359732852.25147
2011-10-31,74.8872,86.7334,69.5187,82.8109,289429206.26692
2011-11-30,79.9593,82.7486,72.7557,78.8802,252680461.89226
2011-12-31,78.7459,91.5068,77.973,89.6321,302913785.18071
2012-01-31,91.4525,96.4461,91.2394,93.6672,196302933.02485
2012-02-29,94.8005,97.7949,93.5874,96.1883,190278845.76172
2012-03-31,96.7143,106.065,92.5004,101.339,231019770.46047
2012-04-30,101.086,101.552,94.4158,98.8659,162076424.47999
2012-05-31,98.8659,100.733,92.5004,96.3919,187222183.32832
2012-06-30,95.0223,106.128,91.0192,106.128,258060815.7222
2012-07-31,105.626,106.909,98.5818,105.689,205411222.37075
2012-08-31,106.23,107.916,102.867,105.467,136944139.05128
2012-09-30,105.065,117.827,104.302,116.52,198771440.19831
2012-10-31,116.576,118.946,107.585,108.066,177412767.13291
2012-11-30,107.916,111.761,101.978,108.421,161925478.76684
2012-12-31,108.673,112.627,104.513,108.283,175717716.78085
2013-01-31,111.126,116.496,106.706,114.951,178452723.95671
2013-02-28,115.719,122.516,114.887,120.773,148067595.41469
2013-03-31,119.744,124.322,118.872,120.25,131895911.81696
2013-04-30,119.792,123.378,109.796,115.933,185816402.75676
2013-05-31,114.951,125.509,114.951,121.28,162286893.46039
2013-06-30,121.557,127.181,119.347,121.565,167823841.53369
2013-07-31,121.685,130.808,119.347,127.783,151332961.90437
2013-08-31,128.978,130.388,120.797,121.304,124108605.334
2013-09-30,122.206,131.505,120.154,126.239,140662766.88773
2013-10-31,126.491,139.916,124.164,138.111,169626661.15443
2013-11-30,137.62,145.31,137.517,140.86,135343959.20702
2013-12-31,140.796,149.612,138.428,149.271,140106657.86545
2014-01-31,148.393,148.804,132.63,133.851,173546784.65561
2014-02-28,133.788,138.705,129.535,136.844,126470570.36806
2014-03-31,135.401,141.556,133.883,139.095,127007211.13675
2014-04-30,138.777,144.543,136.622,144.487,122489179.9446
2014-05-31,143.602,144.852,140.487,143.932,82092630.776327
2014-06-30,143.491,147.9,141.921,142.358,104156277.79299
2014-07-31,142.302,147.03,136.249,136.249,134641052.98756
